Date,Open,High,Low,Close,Adj Close,Volume
9/25/2013,49.23,49.540001,48.459999,49.459999,49.459999,87879700
9/26/2013,50.009998,50.599998,49.5,50.389999,50.389999,98220100
9/27/2013,50.290001,51.279999,49.860001,51.240002,51.240002,81410500
9/30/2013,50.139999,51.599998,49.799999,50.23,50.23,100095000
10/1/2013,49.970001,51.029999,49.450001,50.419998,50.419998,98114000
10/2/2013,50.130001,51.099998,49.950001,50.279999,50.279999,62834000
10/3/2013,50.470001,50.720001,49.060001,49.18,49.18,82045000
10/4/2013,49.77,51.16,49.57,51.040001,51.040001,74447000
10/7/2013,50.73,51.290001,50.400002,50.52,50.52,57204000
10/8/2013,50.599998,50.599998,47.080002,47.139999,47.139999,136081000
10/9/2013,47.380001,47.84,45.259998,46.77,46.77,147297000
10/10/2013,47.869999,49.68,47.830002,49.049999,49.049999,99774000
10/11/2013,49.18,49.869999,48.790001,49.110001,49.110001,58428000
10/14/2013,48.310001,49.630001,47.91,49.509998,49.509998,68781000
10/15/2013,49.990002,51,49.18,49.5,49.5,81167000
10/16/2013,50.040001,51.240002,49.900002,51.139999,51.139999,64678000
10/17/2013,51.119999,52.220001,50.950001,52.209999,52.209999,71522000
10/18/2013,54.18,54.830002,53.599998,54.220001,54.220001,88260000
10/21/2013,54.68,54.810001,53.509998,53.849998,53.849998,58235000
10/22/2013,54.330002,54.759998,52.200001,52.68,52.68,83204000
10/23/2013,51.75,52.25,51.130001,51.900002,51.900002,57207000
10/24/2013,52.380001,52.84,51.59,52.450001,52.450001,46775000
10/25/2013,53.18,53.240002,51.880001,51.950001,51.950001,45085000
10/28/2013,51.540001,51.700001,49.610001,50.23,50.23,73472000
10/29/2013,50.73,50.790001,49.25,49.400002,49.400002,102143000
10/30/2013,50,50.209999,48.75,49.009998,49.009998,127073000
10/31/2013,47.16,52,46.5,50.209999,50.209999,248809000
11/1/2013,50.849998,52.09,49.720001,49.75,49.75,95033000
11/4/2013,49.369999,49.75,48.02,48.220001,48.220001,80371000
11/5/2013,47.790001,50.18,47.509998,50.110001,50.110001,76835000
11/6/2013,50.259998,50.450001,48.709999,49.119999,49.119999,67889000
11/7/2013,49.240002,49.869999,47.299999,47.560001,47.560001,97128000
11/8/2013,47.810001,48.650002,47.25,47.529999,47.529999,70731000
11/11/2013,47.040001,47.529999,45.73,46.200001,46.200001,80910000
11/12/2013,46,47.369999,45.830002,46.610001,46.610001,68196000
11/13/2013,46.23,48.740002,46.060001,48.709999,48.709999,79245000
11/14/2013,48.700001,49.57,48.029999,48.990002,48.990002,75117000
11/15/2013,49.110001,49.48,48.709999,49.009998,49.009998,42453000
11/18/2013,48.470001,48.84,45.799999,45.830002,45.830002,85910000
11/19/2013,46.259998,47,45.720001,46.360001,46.360001,75602000
11/20/2013,46.610001,47.549999,46.310001,46.43,46.43,53933000
11/21/2013,46.990002,47.459999,46.689999,46.700001,46.700001,34886000
11/22/2013,47.040001,47.27,45.959999,46.23,46.23,40545000
11/25/2013,46.360001,46.650002,44.040001,44.82,44.82,82565000
11/26/2013,44.66,46.169998,43.549999,45.889999,45.889999,82016000
11/27/2013,45.970001,46.669998,45.529999,46.490002,46.490002,44993000
11/29/2013,46.75,47.209999,46.5,47.009998,47.009998,22953900
12/2/2013,46.900002,47.540001,46.259998,47.060001,47.060001,50774000
12/3/2013,46.75,47.200001,46.290001,46.73,46.73,32086000
12/4/2013,46.459999,48.77,46.259998,48.619999,48.619999,60890000
12/5/2013,48.150002,48.700001,47.869999,48.34,48.34,43855000
12/6/2013,48.98,49.389999,47.709999,47.939999,47.939999,42938000
12/9/2013,48.09,48.970001,47.740002,48.84,48.84,36056000
12/10/2013,48.639999,50.77,48.540001,50.25,50.25,68479000
12/11/2013,50.549999,50.77,49.009998,49.380001,49.380001,65776000
12/12/2013,51.049999,52.07,50.66,51.830002,51.830002,92723000
12/13/2013,51.66,53.5,51.34,53.32,53.32,82641000
12/16/2013,53.25,54.5,52.91,53.810001,53.810001,85119000
12/17/2013,54.759998,55.18,54.240002,54.860001,54.860001,78751000
12/18/2013,54.860001,55.889999,53.75,55.57,55.57,76003000
12/19/2013,54.330002,55.189999,53.950001,55.049999,55.049999,89753200
12/20/2013,54.93,55.150002,54.23,55.119999,55.119999,239824000
12/23/2013,55.5,58.32,55.450001,57.77,57.77,98297000
12/24/2013,58.27,58.580002,56.91,57.959999,57.959999,46617800
12/26/2013,58.32,58.380001,57.369999,57.73,57.73,55101000
12/27/2013,57.48,57.68,55.25,55.439999,55.439999,60466000
12/30/2013,54.93,55.18,53.43,53.709999,53.709999,68307000
12/31/2013,54.119999,54.860001,53.91,54.650002,54.650002,43076200
1/2/2014,54.830002,55.220001,54.189999,54.709999,54.709999,43195500
1/3/2014,55.02,55.650002,54.529999,54.560001,54.560001,38246200
1/6/2014,54.419998,57.259998,54.049999,57.200001,57.200001,68852600
1/7/2014,57.700001,58.549999,57.220001,57.919998,57.919998,77207400
1/8/2014,57.599998,58.41,57.23,58.23,58.23,56682400
1/9/2014,58.650002,58.959999,56.650002,57.220001,57.220001,92253300
1/10/2014,57.130001,58.299999,57.060001,57.939999,57.939999,42449500
1/13/2014,57.91,58.25,55.380001,55.91,55.91,63010900
1/14/2014,56.459999,57.779999,56.099998,57.740002,57.740002,37503600
1/15/2014,57.98,58.57,57.27,57.599998,57.599998,33663400
1/16/2014,57.259998,58.02,56.830002,57.189999,57.189999,34541800
1/17/2014,57.299999,57.82,56.07,56.299999,56.299999,40849200
1/21/2014,56.599998,58.580002,56.5,58.509998,58.509998,48669200
1/22/2014,58.849998,59.310001,57.099998,57.509998,57.509998,61352900
1/23/2014,56.369999,56.68,55.689999,56.630001,56.630001,47951800
1/24/2014,56.150002,56.419998,54.400002,54.450001,54.450001,55200700
1/27/2014,54.73,54.939999,51.849998,53.549999,53.549999,73924100
1/28/2014,54.02,55.279999,54,55.139999,55.139999,48191200
1/29/2014,54.610001,54.950001,53.189999,53.529999,53.529999,92995600
1/30/2014,62.119999,62.5,60.459999,61.080002,61.080002,150178900
1/31/2014,60.470001,63.369999,60.169998,62.57,62.57,87794600
2/3/2014,63.029999,63.77,60.700001,61.48,61.48,74866600
2/4/2014,62.049999,63.139999,61.82,62.75,62.75,45985500
2/5/2014,62.740002,63.16,61.27,62.189999,62.189999,51685100
2/6/2014,61.459999,62.779999,61.459999,62.16,62.16,42086500
2/7/2014,62.27,64.57,62.220001,64.32,64.32,60704300
2/10/2014,64.300003,64.489998,63.470001,63.549999,63.549999,43666100
2/11/2014,63.75,65,63.349998,64.849998,64.849998,45675600
2/12/2014,64.919998,65.059998,64.050003,64.449997,64.449997,47282100
2/13/2014,64.18,67.330002,64.050003,67.330002,67.330002,61911700
2/14/2014,67.5,67.580002,66.720001,67.089996,67.089996,36694900
2/18/2014,66.940002,67.540001,66.07,67.300003,67.300003,43809900
2/19/2014,67.050003,69.080002,67,68.059998,68.059998,62087100
2/20/2014,67.730003,70.110001,65.730003,69.629997,69.629997,130928900
2/21/2014,69.690002,69.959999,68.449997,68.589996,68.589996,70932400
2/24/2014,68.739998,71.440002,68.540001,70.779999,70.779999,76620300
2/25/2014,70.949997,71,69.449997,69.849998,69.849998,52077000
2/26/2014,70.190002,71.220001,68.849998,69.260002,69.260002,55322700
2/27/2014,69.339996,70.010002,68.870003,68.940002,68.940002,41653700
2/28/2014,69.470001,69.879997,67.379997,68.459999,68.459999,66783700
3/3/2014,66.959999,68.050003,66.510002,67.410004,67.410004,56824100
3/4/2014,68.660004,68.900002,67.620003,68.800003,68.800003,42013500
3/5/2014,69.690002,71.970001,69.620003,71.57,71.57,74567700
3/6/2014,71.879997,71.889999,70.25,70.839996,70.839996,46026500
3/7/2014,71.080002,71.18,69.470001,69.800003,69.800003,38927000
3/10/2014,70.769997,72.150002,70.510002,72.029999,72.029999,59871600
3/11/2014,72.5,72.589996,69.959999,70.099998,70.099998,59408300
3/12/2014,69.860001,71.349998,69,70.879997,70.879997,46340500
3/13/2014,71.290001,71.349998,68.150002,68.830002,68.830002,57091000
3/14/2014,68.489998,69.43,67.459999,67.720001,67.720001,48227000
3/17/2014,68.18,68.949997,66.620003,68.739998,68.739998,52197000
3/18/2014,68.760002,69.599998,68.300003,69.190002,69.190002,40827000
3/19/2014,69.169998,69.290001,67.470001,68.239998,68.239998,43981000
3/20/2014,68.010002,68.230003,66.82,66.970001,66.970001,44439000
3/21/2014,67.529999,67.919998,66.18,67.239998,67.239998,59999900
3/24/2014,67.190002,67.360001,63.360001,64.099998,64.099998,85696000
3/25/2014,64.889999,66.190002,63.779999,64.889999,64.889999,68786000
3/26/2014,64.739998,64.949997,60.369999,60.389999,60.389999,97503900
3/27/2014,60.509998,61.900002,57.98,60.970001,60.970001,112650000
3/28/2014,61.34,61.950001,59.34,60.009998,60.009998,67052000
3/31/2014,60.779999,61.52,59.869999,60.240002,60.240002,53011000
4/1/2014,60.459999,62.66,60.240002,62.619999,62.619999,59291000
4/2/2014,63.209999,63.91,62.209999,62.720001,62.720001,66277000
4/3/2014,62.549999,63.169998,59.130001,59.490002,59.490002,83859000
4/4/2014,59.939999,60.200001,56.32,56.75,56.75,125214400
4/7/2014,55.900002,58,55.439999,56.950001,56.950001,108488000
4/8/2014,57.68,58.709999,57.169998,58.189999,58.189999,78836000
4/9/2014,59.630001,62.459999,59.189999,62.41,62.41,100215000
4/10/2014,63.080002,63.18,58.68,59.16,59.16,114988000
4/11/2014,57.599998,60.310001,57.310001,58.529999,58.529999,91452000
4/14/2014,60.09,60.450001,57.779999,58.889999,58.889999,72325000
4/15/2014,59.290001,59.68,55.880001,59.09,59.09,108623000
4/16/2014,59.790001,60.189999,57.740002,59.720001,59.720001,78774000
4/17/2014,59.299999,60.580002,58.720001,58.939999,58.939999,88040000
4/21/2014,59.459999,61.240002,59.150002,61.240002,61.240002,60364000
4/22/2014,62.650002,63.439999,62.220001,63.029999,63.029999,60631000
4/23/2014,63.450001,63.48,61.259998,61.360001,61.360001,95908700
4/24/2014,63.599998,63.650002,59.77,60.869999,60.869999,138769000
4/25/2014,59.970001,60.009998,57.57,57.709999,57.709999,92502000
4/28/2014,58.049999,58.310001,54.66,56.139999,56.139999,107758000
4/29/2014,56.09,58.279999,55.84,58.150002,58.150002,75557000
4/30/2014,57.580002,59.849998,57.16,59.779999,59.779999,76093000
5/1/2014,60.43,62.279999,60.209999,61.150002,61.150002,82429000
5/2/2014,61.299999,61.889999,60.18,60.459999,60.459999,54189000
5/5/2014,59.669998,61.349998,59.18,61.220001,61.220001,46057000
5/6/2014,60.98,61.150002,58.490002,58.529999,58.529999,55901000
5/7/2014,58.77,59.299999,56.259998,57.389999,57.389999,78587000
5/8/2014,57.23,58.82,56.5,56.759998,56.759998,61251000
5/9/2014,56.849998,57.650002,56.380001,57.240002,57.240002,52584000
5/12/2014,57.98,59.900002,57.98,59.830002,59.830002,48575000
5/13/2014,59.66,60.889999,59.509998,59.830002,59.830002,48525000
5/14/2014,59.529999,60.450001,58.950001,59.23,59.23,47429000
5/15/2014,59.259998,59.380001,57.52,57.919998,57.919998,56814000
5/16/2014,58.310001,58.450001,57.310001,58.02,58.02,47933000
5/19/2014,57.889999,59.560001,57.57,59.209999,59.209999,43034000
5/20/2014,59.5,60.189999,58.18,58.560001,58.560001,53931000
5/21/2014,58.560001,60.5,58.25,60.490002,60.490002,58992000
5/22/2014,60.939999,61.48,60.400002,60.52,60.52,54200000
5/23/2014,60.41,61.450001,60.150002,61.349998,61.349998,38294000
5/27/2014,61.619999,63.509998,61.57,63.48,63.48,55682000
5/28/2014,63.389999,64.139999,62.619999,63.509998,63.509998,47795000
5/29/2014,63.84,64.300003,63.509998,63.830002,63.830002,42700000
5/30/2014,63.950001,64.169998,62.560001,63.299999,63.299999,45253500
6/2/2014,63.23,63.59,62.049999,63.080002,63.080002,35996000
6/3/2014,62.619999,63.419998,62.32,62.869999,62.869999,32217000
6/4/2014,62.450001,63.59,62.07,63.34,63.34,36514000
6/5/2014,63.66,64.360001,62.82,63.189999,63.189999,47352000
6/6/2014,63.369999,63.48,62.150002,62.5,62.5,42442000
6/9/2014,62.400002,63.34,61.790001,62.880001,62.880001,37617000
6/10/2014,63.529999,65.82,63.5,65.769997,65.769997,69338000
6/11/2014,65.32,65.800003,64.900002,65.779999,65.779999,44242000
6/12/2014,65.849998,66.470001,64.059998,64.290001,64.290001,55730000
6/13/2014,64.699997,64.970001,63.830002,64.5,64.5,29419000
6/16/2014,64.160004,64.879997,63.75,64.190002,64.190002,31046000
6/17/2014,64.099998,64.879997,63.93,64.400002,64.400002,27715000
6/18/2014,64.489998,65.75,64.050003,65.599998,65.599998,35570000
6/19/2014,65.459999,65.580002,64.209999,64.339996,64.339996,34245000
6/20/2014,64.459999,64.809998,63.349998,64.5,64.5,46466000
6/23/2014,64.32,65.660004,64.220001,65.370003,65.370003,34560000
6/24/2014,65.360001,67.169998,65.269997,65.720001,65.720001,57335000
6/25/2014,65.580002,67.480003,65.57,67.440002,67.440002,44308000
6/26/2014,68,68,66.900002,67.129997,67.129997,47714000
6/27/2014,67.309998,67.699997,66.839996,67.599998,67.599998,46461000
6/30/2014,67.459999,67.919998,67.129997,67.290001,67.290001,27102800
7/1/2014,67.580002,68.440002,67.389999,68.059998,68.059998,33243000
7/2/2014,68.040001,68.300003,65.790001,66.449997,66.449997,41895000
7/3/2014,66.860001,67,65.760002,66.290001,66.290001,25203200
7/7/2014,66.300003,66.57,65.120003,65.290001,65.290001,28745000
7/8/2014,65.059998,65.559998,62.209999,62.759998,62.759998,68926000
7/9/2014,63.41,65.120003,63.150002,64.970001,64.970001,51432000
7/10/2014,63.310001,65.339996,63.049999,64.870003,64.870003,44422000
7/11/2014,65.279999,66.589996,64.790001,66.339996,66.339996,39212000
7/14/2014,67.129997,68.169998,66.900002,67.900002,67.900002,38537000
7/15/2014,67.959999,68.089996,66.260002,67.169998,67.169998,44213200
7/16/2014,67.540001,67.940002,67.07,67.660004,67.660004,29541600
7/17/2014,67.029999,67.849998,66.040001,66.410004,66.410004,38188000
7/18/2014,66.800003,68.459999,66.160004,68.419998,68.419998,42456000
7/21/2014,68.809998,69.959999,68.5,69.400002,69.400002,49539000
7/22/2014,69.760002,69.769997,68.610001,69.269997,69.269997,40398000
7/23/2014,69.739998,71.330002,69.610001,71.290001,71.290001,78435000
7/24/2014,75.959999,76.739998,74.510002,74.980003,74.980003,124168000
7/25/2014,74.989998,75.669998,74.660004,75.190002,75.190002,45917000
7/28/2014,75.169998,75.5,73.849998,74.919998,74.919998,41725000
7/29/2014,74.720001,74.919998,73.419998,73.709999,73.709999,41324000
7/30/2014,74.209999,75.190002,74.129997,74.68,74.68,36853000
7/31/2014,74,74.169998,72.440002,72.650002,72.650002,43992000
8/1/2014,72.220001,73.220001,71.550003,72.360001,72.360001,43535000
8/4/2014,72.360001,73.879997,72.360001,73.510002,73.510002,30777000
8/5/2014,73.199997,73.589996,72.18,72.690002,72.690002,34986000
8/6/2014,72.019997,73.720001,71.790001,72.470001,72.470001,30986000
8/7/2014,73,74,72.699997,73.169998,73.169998,38141000
8/8/2014,73.400002,73.43,72.559998,73.059998,73.059998,27202000
8/11/2014,73.459999,73.910004,73.059998,73.440002,73.440002,24591000
8/12/2014,73.089996,73.330002,72.220001,72.830002,72.830002,27419000
8/13/2014,73.120003,74.25,73.050003,73.769997,73.769997,29266000
8/14/2014,73.970001,74.379997,73.690002,74.300003,74.300003,22207000
8/15/2014,74.32,74.650002,73,73.629997,73.629997,38846600
8/18/2014,74,74.720001,73.959999,74.589996,74.589996,23974000
8/19/2014,74.809998,75.580002,74.510002,75.290001,75.290001,26679000
8/20/2014,74.970001,75.18,74.620003,74.809998,74.809998,22917000
8/21/2014,74.919998,75.190002,74.410004,74.57,74.57,20102000
8/22/2014,74.339996,74.730003,73.57,74.57,74.57,20897000
8/25/2014,74.940002,75.279999,74.790001,75.019997,75.019997,19734000
8/26/2014,75,75.989998,74.730003,75.959999,75.959999,23993000
8/27/2014,75.269997,75.489998,74.459999,74.629997,74.629997,36323000
8/28/2014,74,74.43,73.730003,73.860001,73.860001,21947000
8/29/2014,74.300003,74.82,74.010002,74.82,74.82,26241000
9/2/2014,75.010002,76.699997,74.82,76.68,76.68,34979000
9/3/2014,77.139999,77.480003,75.599998,75.830002,75.830002,32389000
9/4/2014,75.889999,76.93,75.529999,75.949997,75.949997,26676000
9/5/2014,76.099998,77.379997,75.599998,77.260002,77.260002,29476000
9/8/2014,77.260002,78.169998,77.010002,77.889999,77.889999,28183000
9/9/2014,77.589996,78.169998,76.199997,76.669998,76.669998,28882000
9/10/2014,76.519997,77.949997,76.510002,77.43,77.43,29909000
9/11/2014,77.129997,78.360001,77.050003,77.919998,77.919998,32219000
